Species,Species >1970,Species <1970,List,Region,Region code,Subregion,subregion code,Geo subreg,Lat,Long,Status comment,STATUS,Group,VER-INV-PP,NS stand,Year,Period,REL,EC,TC,TS-0ther,TS-ball,TS-hull,COR,UNA,UNK,,,,,,,,,
"Stephanolepis diaspros Fraser-Brunner, 1940",,"Stephanolepis diaspros Fraser-Brunner, 1940",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Vertebrate,VER,1935,1935,<1970,,,,,,,,1,,,,,,,,,,
"Stephanolepis diaspros Fraser-Brunner, 1940",,"Stephanolepis diaspros Fraser-Brunner, 1940",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Vertebrate,VER,1983,1983,1982-1987,,,,,,,,1,,,,,,,,,,
"Sternodromia spinirostris (Miers, 1881)",,"Sternodromia spinirostris (Miers, 1881)",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,1969,1969,<1970,,,,,0.5,0.5,,,,,,,,,,,,
"Steromphala adriatica Philippi, 1844","Steromphala adriatica Philippi, 1844",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,"partly native, MED",non-indigenous,Invertebrate,INV,<2017,2017,2012-2017,,,1,,,,,,,,,,,,,,,
"Steromphala adansonii (Payraudeau, 1826)","Steromphala adansonii (Payraudeau, 1826)",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,"partly native, MED",non-indigenous,Invertebrate,INV,1990,1990,1988-1993,,,1,,,,,,,,,,,,,,,
"Steromphala albida (Gmelin, 1791)","Steromphala albida (Gmelin, 1791)",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,"partly native, MED",non-indigenous,Invertebrate,INV,1973,1973,1970-1975,,,1,,,,,,,,,,,,,,,
"Steromphala albida (Gmelin, 1791)","Steromphala albida (Gmelin, 1791)",,msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,"partly native, MED",non-indigenous,Invertebrate,INV,,1993,1988-1993,,,,,1,,,,,,,,,,,,,
"Steromphala albida (Gmelin, 1791)","Steromphala albida (Gmelin, 1791)",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,"partly native, MED",non-indigenous,Invertebrate,INV,,1993,1988-1993,,,0.5,,0.5,,,,,,,,,,,,,
"Steromphala cineraria (Linnaeus, 1758)","Steromphala cineraria (Linnaeus, 1758)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,"partly native, NEA",non-indigenous,Invertebrate,INV,1976,1976,1976-1981,,,1,,,,,,,,,,,,,,,
"Steromphala cineraria (Linnaeus, 1758)","Steromphala cineraria (Linnaeus, 1758)",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,"partly native, NEA",native/partly native,Invertebrate,inv,,1985,1982-1987,,,1,,,,,,,,,,,,,,,
"Steromphala cineraria (Linnaeus, 1758)","Steromphala cineraria (Linnaeus, 1758)",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,"partly native, NEA",non-indigenous,Invertebrate,INV,2015,2015,2012-2017,,,1,,,,,,,,,,,,,,,
"Sticteulima lentiginosa (A. Adams, 1861)","Sticteulima lentiginosa (A. Adams, 1861)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1995,1995,1994-1999,,,,,0.333,0.333,,0.333,,,,,,,,,,
Stomatella sp.,Stomatella sp.,,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2011,2011,2006-2011,,,,,,,,,1,,,,,,,,,
"Streblospio gynobranchiata Rice & Levin, 1998","Streblospio gynobranchiata Rice & Levin, 1998",,msfd,Black Sea,BLK,Black Sea,BLK,"43.227,32.008",43.227,32.008,,non-indigenous,Invertebrate,INV,2011,2011,2006-2011,,,,,0.5,0.5,,,,,,,,,,,,
"Streblospio benedicti Webster, 1879","Streblospio benedicti Webster, 1879",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1982,1982,1982-1987,,,,,,1,,,,,,,,,,,,
"Streblospio benedicti Webster, 1879","Streblospio benedicti Webster, 1879",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,2006,2006-2011,,,,,,1,,,,,,,,,,,,
"Styela clava Herdmann, 1881",,"Styela clava Herdmann, 1881",msfd,Baltic Sea,BAL,Baltic Sea,BAL,"58.537,20.435",58.537,20.435,,non-indigenous,Invertebrate,INV,2017,2017,2012-2017,,0.333,,,,0.333,,,0.333,,,,,,,,,
"Styela clava Herdmann, 1881",,"Styela clava Herdmann, 1881",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1979,1979,1976-1981,,,0.5,,,0.5,,,,,,,,,,,,
"Styela clava Herdmann, 1881",,"Styela clava Herdmann, 1881",msfd,Black Sea,BLK,Black Sea,BLK,"43.227,32.008",43.227,32.008,,non-indigenous,Invertebrate,INV,2002,2002,2000-2005,,,,,,1,,,,,,,,,,,,
"Styela clava Herdmann, 1881",,"Styela clava Herdmann, 1881",msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Invertebrate,INV,,1971,1970-1975,,,0.5,,,0.5,,,,,,,,,,,,
"Styela clava Herdmann, 1881",,"Styela clava Herdmann, 1881",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,1968,<1970,,,0.5,,,0.5,,,,,,,,,,,,
"Styela clava Herdmann, 1881",,"Styela clava Herdmann, 1881",msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Invertebrate,INV,,2014,2012-2017,,,,,,1,,,,,,,,,,,,
"Styela clava Herdmann, 1881",,"Styela clava Herdmann, 1881",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,2005,2005,2000-2005,,,0.5,,,0.5,,,,,,,,,,,,
"Styela plicata (Lesueur, 1823)",,"Styela plicata (Lesueur, 1823)",msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,1877,1877,<1970,,,0.5,,,0.5,,,,,,,,,,,,
"Styela plicata (Lesueur, 1823)",,"Styela plicata (Lesueur, 1823)",msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1989,1989,1988-1993,,,,,0.5,0.5,,,,,,,,,,,,
"Styela plicata (Lesueur, 1823)",,"Styela plicata (Lesueur, 1823)",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,1948,1948,<1970,,,,,,1,,,,,,,,,,,,
"Styela plicata (Lesueur, 1823)",,"Styela plicata (Lesueur, 1823)",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1968,1968,<1970,,,,,,1,,,,,,,,,,,,
"Styela plicata (Lesueur, 1823)",,"Styela plicata (Lesueur, 1823)",msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Invertebrate,INV,,1992,1988-1993,,,,,0.5,0.5,,,,,,,,,,,,
"Styela plicata (Lesueur, 1823)",,"Styela plicata (Lesueur, 1823)",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1883,1883,<1970,,,,,,1,,,,,,,,,,,,
"Styela canopus (Savigny, 1816)","Styela canopus (Savigny, 1816)",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,2015,2015,2012-2017,,,,,0.5,0.5,,,,,,,,,,,,
"Styela canopus (Savigny, 1816)","Styela canopus (Savigny, 1816)",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Invertebrate,INV,,2006,2006-2011,,,0.333,0.333,,0.333,,,,,,,,,,,,
"Stypopodium schimperi (Kützing) M.Verlaque & Boudouresque, 1991","Stypopodium schimperi (Kützing) M.Verlaque & Boudouresque, 1991",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Primary producer,PP,2008,2008,2006-2011,,,,,,,,1,,,,,,,,,,
"Stypopodium schimperi (Kützing) M.Verlaque & Boudouresque, 1991","Stypopodium schimperi (Kützing) M.Verlaque & Boudouresque, 1991",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Primary producer,PP,1990,1990,1988-1993,,,,,,,,1,,,,,,,,,,
"Stypopodium schimperi (Kützing) M.Verlaque & Boudouresque, 1991","Stypopodium schimperi (Kützing) M.Verlaque & Boudouresque, 1991",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,absent,Primary producer,PP,,1997,1994-1999,,,,,,1,,,,,,,,,,,,
"Syllis hyllebergi (Licher, 1999)","Syllis hyllebergi (Licher, 1999)",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,2014,2014,2012-2017,,,1,,,,,,,,,,,,,,,
"Syllis hyllebergi (Licher, 1999)","Syllis hyllebergi (Licher, 1999)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2008,2008,2006-2011,,,1,,,,,,,,,,,,,,,
"Syllis hyllebergi (Licher, 1999)","Syllis hyllebergi (Licher, 1999)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1972,1972,1970-1975,,,,,,,,,1,,,,,,,,,
"Syllis pectinans Haswell, 1920","Syllis pectinans Haswell, 1920",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,2013,2013,2012-2017,,,,1,,,,,,,,,,,,,,
"Syllis pectinans Haswell, 1920","Syllis pectinans Haswell, 1920",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1982,1982,1982-1987,,,,1,,,,,,,,,,,,,,
"Syllis pectinans Haswell, 1920","Syllis pectinans Haswell, 1920",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1982,1982,1982-1987,,,,1,,,,,,,,,,,,,,
"Symphyocladia marchantioides (Harvey) Falkenberg, 1897","Symphyocladia marchantioides (Harvey) Falkenberg, 1897",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,2003,2003,2000-2005,,,,,1,,,,,,,,,,,,,
"Symphyocladia marchantioides (Harvey) Falkenberg, 1897","Symphyocladia marchantioides (Harvey) Falkenberg, 1897",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Primary producer,PP,,1971,1970-1975,,,,,0.5,0.5,,,,,,,,,,,,
"Symphyocladia marchantioides (Harvey) Falkenberg, 1897","Symphyocladia marchantioides (Harvey) Falkenberg, 1897",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1984,1984,1982-1987,,,,,,1,,,,,,,,,,,,
"Symphyocladiella dendroidea (Montagne) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho, 2019 ex Pterosiphonia tanakae","Symphyocladiella dendroidea (Montagne) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho, 2019 ex Pterosiphonia tanakae",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Primary producer,PP,2005,2005,2000-2005,,,1,,,,,,,,,,,,,,,
"Symphyocladiella dendroidea (Montagne) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho, 2019 ex Pterosiphonia tanakae","Symphyocladiella dendroidea (Montagne) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho, 2019 ex Pterosiphonia tanakae",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Primary producer,PP,,2008,2006-2011,,,1,,,,,,,,,,,,,,,
"Symphyocladiella dendroidea (Montagne) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho, 2019 ex Pterosiphonia tanakae","Symphyocladiella dendroidea (Montagne) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho, 2019 ex Pterosiphonia tanakae",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Primary producer,PP,1993,1993,1988-1993,,,1,,,,,,,,,,,,,,,
"Symplegma rubra Monniot C., 1972","Symplegma rubra Monniot C., 1972",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,non-indigenous,Invertebrate,INV,,2014,2012-2017,,,,,,,,,1,,,,,,,,,
"Symplegma brakenhielmi (Michaelsen, 1904)","Symplegma brakenhielmi (Michaelsen, 1904)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2016,2016,2012-2017,,,,,,1,,,,,,,,,,,,
"Symplegma brakenhielmi (Michaelsen, 1904)","Symplegma brakenhielmi (Michaelsen, 1904)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2015,2015,2012-2017,,,,,,1,,,,,,,,,,,,
"Symplegma brakenhielmi (Michaelsen, 1904)","Symplegma brakenhielmi (Michaelsen, 1904)",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,2003,2003,2000-2005,,,,,,1,,,,,,,,,,,,
"Synagrops japonicus (Döderlein, 1883)","Synagrops japonicus (Döderlein, 1883)",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Vertebrate,VER,1987,1987,1982-1987,,,,,1,,,,,,,,,,,,,
"Synaptula reciprocans (Forsskål, 1775)",,"Synaptula reciprocans (Forsskål, 1775)",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1967,1967,<1970,,,,,,,,1,,,,,,,,,,
"Synchiropus sechellensis Regan, 1908","Synchiropus sechellensis Regan, 1908",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Vertebrate,VER,2018,2018,2018-2020,,,,,,,,1,,,,,,,,,,
"Synchiropus sechellensis Regan, 1908","Synchiropus sechellensis Regan, 1908",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Vertebrate,VER,2014,2014,2012-2017,,,,,,,,1,,,,,,,,,,
"Synidotea laticauda Benedict, 1897","Synidotea laticauda Benedict, 1897",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1975,1975,1970-1975,,,,,0.5,0.5,,,,,,,,,,,,
"Synidotea laticauda Benedict, 1897","Synidotea laticauda Benedict, 1897",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,2005,2000-2005,,,,,0.5,0.5,,,,,,,,,,,,
"Syphonota geographica (A. Adams & Reeve, 1850)","Syphonota geographica (A. Adams & Reeve, 1850)",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,1999,1999,1994-1999,,,,,0.5,,,0.5,,,,,,,,,,
"Syphonota geographica (A. Adams & Reeve, 1850)","Syphonota geographica (A. Adams & Reeve, 1850)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2014,2014,2012-2017,,,,,0.5,,,0.5,,,,,,,,,,
"Syrnola fasciata Jickeli, 1882","Syrnola fasciata Jickeli, 1882",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1995,1995,1994-1999,,,,,0.333,0.333,,0.333,,,,,,,,,,
Taeniastrotos sp.*,Taeniastrotos sp.*,,msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,genus level,pathogen/parasite,Primary producer,PP,,1993,1988-1993,,,1,,,,,,,,,,,,,,,
"Takayama tasmanica de Salas, Bolch & Hallegraeff, 2003","Takayama tasmanica de Salas, Bolch & Hallegraeff, 2003",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,microalgae,Primary producer,PP,2008,2008,2006-2011,,,,,1,,,,,,,,,,,,,
"Telmatogeton japonicus Tokunaga, 1933",,"Telmatogeton japonicus Tokunaga, 1933",msfd,Baltic Sea,BAL,Baltic Sea,BAL,"58.537,20.435",58.537,20.435,,non-indigenous,Invertebrate,INV,1962,1962,<1970,,,,,1,,,,,,,,,,,,,
"Telmatogeton japonicus Tokunaga, 1933",,"Telmatogeton japonicus Tokunaga, 1933",msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,,non-indigenous,Invertebrate,INV,,1999,1994-1999,,,,,,,,1,,,,,,,,,,
"Telmatogeton japonicus Tokunaga, 1933",,"Telmatogeton japonicus Tokunaga, 1933",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,,1979,1976-1981,,,,,1,,,,,,,,,,,,,
"Tenellia adspersa (Nordmann, 1845)","Tenellia adspersa (Nordmann, 1845)",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,2016,2016,2012-2017,,,,,,,,,1,,,,,,,,,
"Terapon theraps (Cuvier, 1829)","Terapon theraps (Cuvier, 1829)",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Vertebrate,VER,2007,2007,2006-2011,,,,,,,1,,,,,,,,,,,
"Terapon theraps (Cuvier, 1829)","Terapon theraps (Cuvier, 1829)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Vertebrate,VER,2008,2008,2006-2011,,,,,,,1,,,,,,,,,,,
"Terebella ehrenbergi Gravier, 1906",,"Terebella ehrenbergi Gravier, 1906",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1969,1969,<1970,,,,,0.5,0.5,,,,,,,,,,,,
"Terebella ehrenbergi Gravier, 1906",,"Terebella ehrenbergi Gravier, 1906",msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1952,1952,<1970,,,,,0.5,0.5,,,,,,,,,,,,
"Terebella lapidaria Linnaeus, 1767","Terebella lapidaria Linnaeus, 1767",,msfd,North-East Atlantic,ATL,Celtic Seas,ACS,"53.39,-14.17",53.39,-14.17,"partly native, NEA NW Europe-MED",non-indigenous,Invertebrate,INV,,1993,1988-1993,,,1,,,,,,,,,,,,,,,
"Terebella lapidaria Linnaeus, 1767","Terebella lapidaria Linnaeus, 1767",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,"partly native, NEA NW Europe-MED",native/partly native,Invertebrate,INV,,1993,1988-1993,,,1,,,,,,,,,,,,,,,
"Terebra corrugata Lamarck, 1822 ","Terebra corrugata Lamarck, 1822 ",,msfd,North-East Atlantic,ATL,Macaronesia,AMA,"41.22,-29.28",41.22,-29.28,,range expanding,Invertebrate,INV,,2006,2006-2011,,,,,,,,,1,,,,,,,,,
"Teredo bartschi Clapp, 1923","Teredo bartschi Clapp, 1923",,msfd,Mediterranean Sea,MED,Adriatic Sea,MAD,"42.448,15.357",42.448,15.357,,non-indigenous,Invertebrate,INV,2007,2007,2006-2011,,,,,,1,,,,,,,,,,,,
"Teredo bartschi Clapp, 1923","Teredo bartschi Clapp, 1923",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,2003,2003,2000-2005,,,,,,1,,,,,,,,,,,,
"Teredo bartschi Clapp, 1923","Teredo bartschi Clapp, 1923",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2013,2013,2012-2017,,,,,,1,,,,,,,,,,,,
"Thalamita gloriensis Crosnier, 1962","Thalamita gloriensis Crosnier, 1962",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,1977,1977,1976-1981,,,,0.333,0.333,0.333,,,,,,,,,,,,
"Thalamita poissonii (Audouin, 1826)",,"Thalamita poissonii (Audouin, 1826)",msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,1986,1986,1982-1987,,,,,,,,1,,,,,,,,,,
"Thalamita poissonii (Audouin, 1826)",,"Thalamita poissonii (Audouin, 1826)",msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,1969,1969,<1970,,,,,,,,1,,,,,,,,,,
"Thalassiosira nordenskioeldii Cleve, 1873",,"Thalassiosira nordenskioeldii Cleve, 1873",msfd,Black Sea,BLK,Black Sea,BLK,"43.227,32.008",43.227,32.008,,microalgae,Primary producer,PP,1967,1967,<1970,,,,,1,,,,,,,,,,,,,
"Thalassiosira hendeyi Hasle & G.Fryxell, 1977","Thalassiosira hendeyi Hasle & G.Fryxell, 1977",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,microalgae,Primary producer,PP,,1978,1976-1981,,,,,1,,,,,,,,,,,,,
"Thalassiosira tealata Takano, 1980",,"Thalassiosira tealata Takano, 1980",msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,microalgae,Primary producer,PP,,1968,<1970,,,,,1,,,,,,,,,,,,,
Thecadinium yashimaense ,Thecadinium yashimaense ,,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,microalgae,Primary producer,PP,,2002,2000-2005,,,,,1,,,,,,,,,,,,,
"Thelepus japonicus Marenzeller, 1884","Thelepus japonicus Marenzeller, 1884",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,2017,2017,2012-2017,,,1,,,,,,,,,,,,,,,
"Thelepus japonicus Marenzeller, 1884","Thelepus japonicus Marenzeller, 1884",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,2018,2018,2018-2020,,,1,,,,,,,,,,,,,,,
"Theora lubrica Gould, 1861","Theora lubrica Gould, 1861",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,2010,2010,2006-2011,,,,,1,,,,,,,,,,,,,
"Theora lubrica Gould, 1861","Theora lubrica Gould, 1861",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Invertebrate,INV,2018,2018,2018-2020,,,,,1,,,,,,,,,,,,,
"Theora lubrica Gould, 1861","Theora lubrica Gould, 1861",,msfd,North-East Atlantic,ATL,Greater North Sea,ANS,"58.48,2.84",58.48,2.84,,non-indigenous,Invertebrate,INV,2003,2003,2000-2005,,,,,1,,,,,,,,,,,,,
"Theora lubrica Gould, 1861","Theora lubrica Gould, 1861",,msfd,Mediterranean Sea,MED,Western Mediterranean Sea,MWE,"39.506,3.430",39.506,3.43,,non-indigenous,Invertebrate,INV,2001,2001,2000-2005,,,,,1,,,,,,,,,,,,,
"Timarete punctata (Grube, 1859)","Timarete punctata (Grube, 1859)",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Invertebrate,INV,2006,2006,2006-2011,,,,,1,,,,,,,,,,,,,
"Tonicia atrata (G.B. Sowerby II, 1840) ","Tonicia atrata (G.B. Sowerby II, 1840) ",,msfd,North-East Atlantic,ATL,Bay of Biscay & Iberian Coast,ABI,"43.05,-11.45",43.05,-11.45,,non-indigenous,Invertebrate,INV,1978,1978,1976-1981,,0.3,,,0.3,0.3,,,,,,,,,,,,
"Torquigener flavimaculosus Hardy & Randall, 1983","Torquigener flavimaculosus Hardy & Randall, 1983",,msfd,Mediterranean Sea,MED,Central Mediterranean Sea,MIC,"34.317,15.830",34.317,15.83,,non-indigenous,Vertebrate,VER,2016,2016,2012-2017,,,,,,,,1,,,,,,,,,,
"Torquigener flavimaculosus Hardy & Randall, 1983","Torquigener flavimaculosus Hardy & Randall, 1983",,msfd,Mediterranean Sea,MED,Eastern Mediterranean Sea,MAL,"33.533,31.182",33.533,31.182,,non-indigenous,Vertebrate,VER,2006,2006,2006-2011,,,,,,,,1,,,,,,,,,,
